Magnitude,Redshift,MagnitudeLetter
20.42663,18.36917,r
19.87101,18.36917,i
19.36049,18.36917,z
23.24642,19.47511,u
22.42128,19.47511,g
20.89662,19.47511,r
19.97755,19.47511,i
19.48066,19.47511,z
23.16407,18.87481,u
21.87506,18.87481,g
20.42496,18.87481,r
19.41095,18.87481,i
18.88007,18.87481,z
21.64991,18.78419,u
19.79637,18.78419,g
19.141,18.78419,r
18.89827,18.78419,i
18.78551,18.78419,z
23.32219,22.60656,u
23.80722,22.60656,g
22.78304,22.60656,r
23.0242,22.60656,i
22.51579,22.60656,z
22.9658,23.88935,u
23.32717,23.88935,g
23.68701,23.88935,r
23.76458,23.88935,i
23.69565,23.88935,z
23.77097,20.49811,u
25.80793,20.49811,g
25.44591,20.49811,r
24.20435,20.49811,i
21.02357,20.49811,z
23.54277,18.72587,u
21.36425,18.72587,g
19.84068,18.72587,r
19.21516,18.72587,i
18.70253,18.72587,z
24.95145,21.03524,u
23.56556,21.03524,g
22.82649,21.03524,r
21.95943,21.03524,i
21.44415,21.03524,z
22.01221,20.40172,u
21.05947,20.40172,g
20.8503,20.40172,r
20.61602,20.40172,i
20.36656,20.40172,z
17.94494,15.60657,u
16.56447,15.60657,g
16.00806,15.60657,r
15.7852,15.60657,i
15.71171,15.60657,z
25.16149,20.93053,u
23.17458,20.93053,g
21.66742,20.93053,r
20.75309,20.93053,i
20.86018,20.93053,z
18.97028,17.53481,u
17.95588,17.53481,g
17.64051,17.53481,r
17.51126,17.53481,i
17.56047,17.53481,z
22.1077,18.90541,u
20.26892,18.90541,g
19.48602,18.90541,r
19.09443,18.90541,i
18.91869,18.90541,z
25.17797,22.11906,u
25.07969,22.11906,g
22.60984,22.11906,r
22.37063,22.11906,i
22.0069,22.11906,z
21.71505,18.37037,u
20.03026,18.37037,g
19.07413,18.37037,r
18.6934,18.37037,i
18.34987,18.37037,z
24.84891,20.92397,u
23.47397,20.92397,g
22.40219,20.92397,r
21.37427,20.92397,i
20.79552,20.92397,z
22.68477,22.89075,u
23.56361,22.89075,g
22.49042,22.89075,r
22.61334,22.89075,i
22.88519,22.89075,z
21.74822,15.39182,u
18.90565,15.39182,g
17.37098,15.39182,r
16.08641,15.39182,i
15.40034,15.39182,z
24.00728,21.29431,u
23.09575,21.29431,g
22.01471,21.29431,r
21.54613,21.29431,i
21.18226,21.29431,z
23.70162,20.73112,u
24.45992,20.73112,g
22.5864,20.73112,r
21.39586,20.73112,i
20.69741,20.73112,z
24.40704,21.32729,u
24.60861,21.32729,g
22.81736,21.32729,r
21.63983,21.32729,i
21.22817,21.32729,z
23.80568,18.85675,u
22.15338,18.85675,g
20.46727,18.85675,r
19.93699,18.85675,i
19.5192,18.85675,z
20.56345,18.95641,u
19.47198,18.95641,g
19.12509,18.95641,r
18.99249,18.95641,i
18.96578,18.95641,z
23.4165,22.22443,u
25.35627,22.22443,g
22.89671,22.22443,r
23.56408,22.22443,i
22.30368,22.22443,z
24.99785,20.57981,u
24.46733,20.57981,g
23.7385,20.57981,r
21.56755,20.57981,i
20.59404,20.57981,z
22.27614,18.50099,u
21.80448,18.50099,g
20.6705,18.50099,r
20.18354,18.50099,i
19.54578,18.50099,z
25.39814,21.03955,u
24.49391,21.03955,g
23.48386,21.03955,r
21.93022,21.03955,i
21.06587,21.03955,z
24.52642,21.96532,u
24.72839,21.96532,g
22.50595,21.96532,r
21.88425,21.96532,i
21.94602,21.96532,z
24.15512,22.45841,u
23.25156,22.45841,g
25.37968,22.45841,r
23.93271,22.45841,i
22.652,22.45841,z
24.39454,23.43636,u
25.11426,23.43636,g
22.59816,23.43636,r
21.73319,23.43636,i
23.40537,23.43636,z
23.03522,20.71403,u
24.11231,20.71403,g
22.49911,20.71403,r
21.60207,20.71403,i
20.6877,20.71403,z
21.42888,20.54908,u
20.39474,20.54908,g
20.33423,20.54908,r
20.35528,20.54908,i
20.54321,20.54908,z
23.41571,19.39018,u
21.32598,19.39018,g
20.38117,19.39018,r
19.9649,19.39018,i
19.60624,19.39018,z
23.19707,22.71162,u
22.50289,22.71162,g
22.17307,22.71162,r
22.11839,22.71162,i
22.66279,22.71162,z
23.39268,18.78853,u
20.73003,18.78853,g
19.56773,18.78853,r
19.08149,18.78853,i
18.79247,18.78853,z
22.82687,17.86432,u
20.7115,17.86432,g
19.3973,17.86432,r
18.50927,17.86432,i
17.94501,17.86432,z
24.41925,21.33917,u
23.62807,21.33917,g
23.67769,21.33917,r
21.87416,21.33917,i
21.23404,21.33917,z
25.39445,21.80281,u
23.61958,21.80281,g
22.61465,21.80281,r
22.5281,21.80281,i
21.68327,21.80281,z
25.86907,21.30926,u
23.77577,21.30926,g
22.79114,21.30926,r
22.49113,21.30926,i
21.56643,21.30926,z
19.66631,17.21281,u
18.18883,17.21281,g
17.55378,17.21281,r
17.31898,17.21281,i
17.21541,17.21281,z
22.40137,20.44656,u
22.13696,20.44656,g
21.73006,20.44656,r
21.51959,20.44656,i
20.84165,20.44656,z
24.34276,20.49011,u
25.46784,20.49011,g
25.33557,20.49011,r
25.0187,20.49011,i
20.77547,20.49011,z
22.99244,20.46788,u
24.38511,20.46788,g
22.63459,20.46788,r
21.46801,20.46788,i
20.43938,20.46788,z
23.40719,18.9753,u
22.10731,18.9753,g
20.68497,18.9753,r
20.16945,18.9753,i
19.68637,18.9753,z
25.33295,21.45939,u
24.92,21.45939,g
24.53225,21.45939,r
22.40183,21.45939,i
21.46312,21.45939,z
24.73537,20.55025,u
23.12772,20.55025,g
21.70486,20.55025,r
21.16639,20.55025,i
20.88365,20.55025,z
25.21141,22.05313,u
24.47731,22.05313,g
22.8081,22.05313,r
21.82737,22.05313,i
22.36374,22.05313,z
23.3792,22.73284,u
24.85209,22.73284,g
23.02048,22.73284,r
23.475,22.73284,i
22.73933,22.73284,z
24.24847,22.82674,u
24.02669,22.82674,g
21.95545,22.82674,r
21.90578,22.82674,i
22.82675,22.82674,z
24.30289,21.40518,u
24.63161,21.40518,g
22.63021,21.40518,r
21.64971,21.40518,i
21.39928,21.40518,z
24.95463,19.54645,u
23.34608,19.54645,g
21.35218,19.54645,r
20.74663,19.54645,i
20.12776,19.54645,z
21.90294,20.17184,u
20.57279,20.17184,g
20.125,20.17184,r
19.99675,20.17184,i
20.20358,20.17184,z
23.18298,22.25508,u
22.73625,22.25508,g
25.1915,22.25508,r
24.1583,22.25508,i
22.11878,22.25508,z
21.96332,17.81324,u
20.77577,17.81324,g
19.46509,17.81324,r
19.06023,17.81324,i
18.53242,17.81324,z
24.10973,20.35142,u
23.58234,20.35142,g
21.72145,20.35142,r
20.88309,20.35142,i
20.35196,20.35142,z
24.98591,21.16851,u
24.41011,21.16851,g
22.60223,21.16851,r
21.5785,21.16851,i
21.10484,21.16851,z
22.96386,17.4673,u
20.54474,17.4673,g
19.02003,17.4673,r
18.00641,17.4673,i
17.47045,17.4673,z
25.05876,21.57737,u
23.91476,21.57737,g
23.36769,21.57737,r
22.63221,21.57737,i
22.26213,21.57737,z
24.98429,18.56615,u
22.11773,18.56615,g
20.6167,18.56615,r
19.24854,18.56615,i
18.5732,18.56615,z
23.09769,19.17899,u
21.13104,19.17899,g
19.9868,19.17899,r
19.48457,19.17899,i
19.17451,19.17899,z
23.82451,17.99896,u
22.42685,17.99896,g
20.76075,17.99896,r
18.95888,17.99896,i
17.97943,17.99896,z
23.43242,21.52297,u
23.8833,21.52297,g
23.70387,21.52297,r
21.2476,21.52297,i
21.78324,21.52297,z
24.13235,21.9717,u
23.5248,21.9717,g
22.46304,21.9717,r
21.96207,21.9717,i
21.74257,21.9717,z
24.1796,19.42525,u
21.71512,19.42525,g
20.45423,19.42525,r
19.86128,19.42525,i
19.42589,19.42525,z
25.80675,19.86681,u
24.0323,19.86681,g
22.32817,19.86681,r
20.72212,19.86681,i
19.85369,19.86681,z
23.3251,20.1433,u
22.90879,20.1433,g
21.90564,20.1433,r
21.29006,20.1433,i
20.72511,20.1433,z
21.4893,20.0929,u
20.80933,20.0929,g
20.37454,20.0929,r
19.9487,20.0929,i
20.10771,20.0929,z
24.68023,21.51569,u
24.33834,21.51569,g
22.73866,21.51569,r
22.10042,21.51569,i
21.60194,21.51569,z
19.66725,17.37565,u
18.27901,17.37565,g
17.70507,17.37565,r
17.47788,17.37565,i
17.37737,17.37565,z
25.26969,21.70569,u
23.69805,21.70569,g
22.53401,21.70569,r
21.63581,21.70569,i
21.74953,21.70569,z
23.4677,22.23264,u
24.24331,22.23264,g
22.87244,22.23264,r
22.54677,22.23264,i
22.08159,22.23264,z
25.12574,21.87517,u
23.29959,21.87517,g
22.12182,21.87517,r
21.67986,21.87517,i
21.82603,21.87517,z
23.44045,22.49542,u
24.37689,22.49542,g
23.207,22.49542,r
22.53888,22.49542,i
22.53489,22.49542,z
25.82014,22.61294,u
24.85807,22.61294,g
23.1254,22.61294,r
23.15701,22.61294,i
22.7388,22.61294,z
24.76063,22.99067,u
23.83641,22.99067,g
24.57952,22.99067,r
23.81228,22.99067,i
23.03325,22.99067,z
21.87902,20.7877,u
20.80247,20.7877,g
20.7135,20.7877,r
20.58714,20.7877,i
20.75076,20.7877,z
23.11636,21.33178,u
23.17403,21.33178,g
22.36024,21.33178,r
22.15234,21.33178,i
21.67021,21.33178,z
24.88753,21.58406,u
23.50729,21.58406,g
22.53603,21.58406,r
21.02049,21.58406,i
21.55705,21.58406,z
23.76119,22.29256,u
24.67406,22.29256,g
23.18587,22.29256,r
22.37198,22.29256,i
22.20138,22.29256,z
25.53741,21.94462,u
23.45787,21.94462,g
22.45361,21.94462,r
21.73062,21.94462,i
21.64936,21.94462,z
21.69876,17.65236,u
19.29513,17.65236,g
18.201,17.65236,r
17.85323,17.65236,i
17.64245,17.65236,z
22.75175,22.28386,u
23.55496,22.28386,g
22.64211,22.28386,r
23.22111,22.28386,i
22.19205,22.28386,z
25.1158,19.90766,u
23.71031,19.90766,g
22.06723,19.90766,r
20.9466,19.90766,i
20.08904,19.90766,z
23.60126,22.17545,u
23.55513,22.17545,g
22.93434,22.17545,r
22.20746,22.17545,i
22.17366,22.17545,z
25.43341,20.75525,u
23.73406,20.75525,g
22.56765,20.75525,r
22.14626,20.75525,i
20.96322,20.75525,z
18.97826,17.53421,u
18.04112,17.53421,g
17.73441,17.53421,r
17.61728,17.53421,i
17.54937,17.53421,z
24.87554,21.33317,u
25.68321,21.33317,g
22.56754,21.33317,r
21.84383,21.33317,i
21.32232,21.33317,z
24.42229,22.81749,u
22.51724,22.81749,g
21.91158,22.81749,r
23.24938,22.81749,i
22.53068,22.81749,z
22.07878,17.37114,u
19.34581,17.37114,g
18.07706,17.37114,r
17.59584,17.37114,i
17.37977,17.37114,z
22.77582,20.57768,u
22.90917,20.57768,g
22.10727,20.57768,r
21.64938,20.57768,i
21.27498,20.57768,z
22.67505,22.21165,u
23.17857,22.21165,g
23.19013,22.21165,r
23.53348,22.21165,i
22.2615,22.21165,z
25.83921,21.27536,u
22.8418,21.27536,g
22.04146,21.27536,r
22.23952,21.27536,i
21.38317,21.27536,z
25.13125,23.55924,u
23.4396,23.55924,g
24.65341,23.55924,r
24.18402,23.55924,i
23.64282,23.55924,z
25.01116,22.24113,u
24.48016,22.24113,g
23.2216,22.24113,r
22.28946,22.24113,i
22.12612,22.24113,z
23.67805,19.2229,u
21.78664,19.2229,g
20.87848,19.2229,r
20.41408,19.2229,i
20.00656,19.2229,z
25.29916,19.68417,u
23.16994,19.68417,g
21.56349,19.68417,r
20.53257,19.68417,i
19.73674,19.68417,z
23.0892,21.3041,u
23.19432,21.3041,g
22.29583,21.3041,r
22.1673,21.3041,i
21.85959,21.3041,z
23.8925,20.79721,u
24.25878,20.79721,g
22.90961,20.79721,r
21.5194,20.79721,i
20.70721,20.79721,z
24.67247,20.17702,u
23.0305,20.17702,g
22.05853,20.17702,r
20.92982,20.17702,i
20.21799,20.17702,z
23.82239,22.87235,u
24.78183,22.87235,g
21.90508,22.87235,r
21.29373,22.87235,i
22.45307,22.87235,z
25.65903,22.36502,u
22.91821,22.36502,g
22.42479,22.36502,r
22.29474,22.36502,i
22.52351,22.36502,z
22.62262,21.03289,u
24.35604,21.03289,g
23.34798,21.03289,r
22.40909,21.03289,i
22.8906,21.03289,z
25.27288,21.94596,u
25.21494,21.94596,g
24.06981,21.94596,r
22.15655,21.94596,i
21.96117,21.94596,z
23.36746,20.65092,u
22.49085,20.65092,g
22.15713,20.65092,r
21.69704,20.65092,i
21.03502,20.65092,z
22.31419,18.79266,u
20.19319,18.79266,g
19.33789,18.79266,r
19.00571,18.79266,i
18.80844,18.79266,z
22.62272,20.21305,u
23.97072,20.21305,g
23.0686,20.21305,r
22.02397,20.21305,i
20.642,20.21305,z
20.85304,19.4295,u
19.80203,19.4295,g
19.55974,19.4295,r
19.40049,19.4295,i
19.44136,19.4295,z
22.98384,18.38743,u
20.08297,18.38743,g
18.97914,18.38743,r
18.56898,18.38743,i
18.3954,18.38743,z
23.50666,21.93097,u
23.28723,21.93097,g
22.95409,21.93097,r
22.99101,21.93097,i
22.14249,21.93097,z
24.63457,22.8269,u
24.74182,22.8269,g
20.33351,22.8269,r
20.07924,22.8269,i
22.82685,22.8269,z
23.68381,20.04737,u
22.97612,20.04737,g
21.7557,20.04737,r
20.71629,20.04737,i
20.23437,20.04737,z
23.59501,23.31443,u
23.106,23.31443,g
24.81558,23.31443,r
24.12697,23.31443,i
23.20764,23.31443,z
24.09187,23.47966,u
23.31064,23.47966,g
22.81561,23.47966,r
22.90483,23.47966,i
23.22288,23.47966,z
24.02379,20.08694,u
21.83813,20.08694,g
20.8852,20.08694,r
20.40097,20.08694,i
20.08089,20.08694,z
25.81317,20.67488,u
22.47863,20.67488,g
21.21953,20.67488,r
20.46783,20.67488,i
20.63971,20.67488,z
23.56503,21.69797,u
22.86847,21.69797,g
22.59954,21.69797,r
22.3303,21.69797,i
21.8366,21.69797,z
23.22762,19.89729,u
23.06565,19.89729,g
22.23771,19.89729,r
21.02911,19.89729,i
20.19861,19.89729,z
22.87856,21.3946,u
22.99257,21.3946,g
22.62888,21.3946,r
22.43342,21.3946,i
21.6084,21.3946,z
23.89327,22.34729,u
24.91021,22.34729,g
23.98289,22.34729,r
22.92067,22.34729,i
22.23646,22.34729,z
23.53411,20.99231,u
22.6206,20.99231,g
22.0541,20.99231,r
21.53571,20.99231,i
21.06997,20.99231,z
24.67737,20.69091,u
23.37461,20.69091,g
22.46898,20.69091,r
22.23286,20.69091,i
21.31082,20.69091,z
23.78387,19.73043,u
23.02526,19.73043,g
21.78067,19.73043,r
20.54105,19.73043,i
19.75714,19.73043,z
22.86866,18.86113,u
22.43267,18.86113,g
21.1,18.86113,r
19.62283,18.86113,i
18.89383,18.86113,z
24.89891,21.32487,u
22.91119,21.32487,g
22.31165,21.32487,r
21.79133,21.32487,i
21.23249,21.32487,z
20.44444,19.13872,u
19.55305,19.13872,g
19.22104,19.13872,r
19.07553,19.13872,i
19.11846,19.13872,z
23.55518,21.17099,u
22.28352,21.17099,g
21.98,21.17099,r
21.83362,21.17099,i
21.27049,21.17099,z
24.1958,18.68568,u
21.74593,18.68568,g
20.40198,18.68568,r
19.29178,18.68568,i
18.70753,18.68568,z
23.44316,22.26707,u
24.57608,22.26707,g
23.01192,22.26707,r
22.62244,22.26707,i
22.20056,22.26707,z
23.66803,20.20546,u
22.52145,20.20546,g
21.20705,20.20546,r
20.60608,20.20546,i
20.16602,20.20546,z
24.04212,20.70395,u
23.32821,20.70395,g
22.01326,20.70395,r
21.22071,20.70395,i
20.70404,20.70395,z
24.23869,21.00243,u
24.0282,21.00243,g
23.20923,21.00243,r
21.66457,21.00243,i
20.97655,21.00243,z
23.91857,21.89069,u
24.85547,21.89069,g
23.309,21.89069,r
21.77907,21.89069,i
21.86842,21.89069,z
25.6972,22.49481,u
23.0174,22.49481,g
22.42265,22.49481,r
22.61595,22.49481,i
22.50262,22.49481,z
20.66242,17.95535,u
18.9723,17.95535,g
18.2997,17.95535,r
17.93859,17.95535,i
17.93104,17.95535,z
25.60054,19.14233,u
23.78087,19.14233,g
21.94822,19.14233,r
20.43103,19.14233,i
19.13149,19.14233,z
21.8788,18.80361,u
21.3518,18.80361,g
20.84521,18.80361,r
20.76165,18.80361,i
20.38767,18.80361,z
23.89202,22.61494,u
22.73615,22.61494,g
22.13241,22.61494,r
21.66151,22.61494,i
22.45411,22.61494,z
19.65187,17.12707,u
18.05672,17.12707,g
17.45212,17.12707,r
17.23805,17.12707,i
17.13822,17.12707,z
24.4704,20.2831,u
23.64516,20.2831,g
21.70733,20.2831,r
20.90311,20.2831,i
20.31869,20.2831,z
22.58533,18.5703,u
20.16108,18.5703,g
19.17288,18.5703,r
18.80549,18.5703,i
18.56925,18.5703,z
22.7858,19.88674,u
22.05891,19.88674,g
21.55332,19.88674,r
21.23779,19.88674,i
20.76167,19.88674,z
22.6734,21.56208,u
23.22964,21.56208,g
22.19165,21.56208,r
21.65096,21.56208,i
21.71376,21.56208,z
23.74533,20.63415,u
23.00285,20.63415,g
22.11412,20.63415,r
21.21671,20.63415,i
20.63128,20.63415,z
22.83369,18.28113,u
20.47378,18.28113,g
19.22124,18.28113,r
18.63483,18.28113,i
18.28149,18.28113,z
25.63192,21.26018,u
23.6083,21.26018,g
22.59762,21.26018,r
21.93839,21.26018,i
21.23542,21.26018,z
24.84065,21.14078,u
25.64912,21.14078,g
24.00514,21.14078,r
22.2199,21.14078,i
21.08408,21.14078,z
25.49548,20.53986,u
24.95405,20.53986,g
23.13039,20.53986,r
22.00533,20.53986,i
20.72423,20.53986,z
21.44534,18.89983,u
19.89938,18.89983,g
19.2508,18.89983,r
18.98848,18.89983,i
18.90619,18.89983,z
22.43009,22.55669,u
25.52383,22.55669,g
24.91522,22.55669,r
24.3547,22.55669,i
22.58032,22.55669,z
25.37354,21.01387,u
23.8078,21.01387,g
22.46934,21.01387,r
21.86536,21.01387,i
21.10983,21.01387,z
24.65988,20.28086,u
23.24589,20.28086,g
21.95087,20.28086,r
20.80001,20.28086,i
20.31781,20.28086,z
25.00608,22.14632,u
24.60094,22.14632,g
22.74242,22.14632,r
23.02078,22.14632,i
22.25596,22.14632,z
24.57206,20.57683,u
22.96475,20.57683,g
21.51006,20.57683,r
20.74941,20.57683,i
20.57849,20.57683,z
24.41721,20.54242,u
22.74314,20.54242,g
21.84548,20.54242,r
21.11311,20.54242,i
20.57335,20.54242,z
23.91497,20.38274,u
23.86565,20.38274,g
21.68467,20.38274,r
21.23315,20.38274,i
20.42597,20.38274,z
23.1277,23.03304,u
22.59188,23.03304,g
21.9411,23.03304,r
22.00193,23.03304,i
22.53329,23.03304,z
22.90849,22.3042,u
23.11124,22.3042,g
22.70643,22.3042,r
22.74778,22.3042,i
22.14265,22.3042,z
24.47751,23.08931,u
25.15854,23.08931,g
25.2664,23.08931,r
24.2362,23.08931,i
22.84092,23.08931,z
23.46228,20.89589,u
22.79715,20.89589,g
21.81161,20.89589,r
21.37896,20.89589,i
20.95975,20.89589,z
23.91092,19.59028,u
22.23741,19.59028,g
20.8706,19.59028,r
20.12163,19.59028,i
19.61568,19.59028,z
25.49992,19.88358,u
23.22982,19.88358,g
21.67986,19.88358,r
20.56573,19.88358,i
19.88399,19.88358,z
21.56738,16.66083,u
18.76311,16.66083,g
17.45372,16.66083,r
17.05635,16.66083,i
16.66287,16.66083,z
23.00365,21.35904,u
23.26737,21.35904,g
22.61781,21.35904,r
22.72234,21.35904,i
21.33962,21.35904,z
24.63396,22.82691,u
21.45714,22.82691,g
21.43422,22.82691,r
20.29334,22.82691,i
22.82707,22.82691,z
25.142,22.51877,u
24.7662,22.51877,g
24.19062,22.51877,r
22.60244,22.51877,i
22.49287,22.51877,z
23.39622,21.2883,u
24.67765,21.2883,g
22.7389,21.2883,r
21.95363,21.2883,i
21.32012,21.2883,z
25.50911,21.00051,u
24.64959,21.00051,g
22.70163,21.00051,r
21.58695,21.00051,i
21.19779,21.00051,z
23.98531,22.61376,u
23.64078,22.61376,g
22.80581,22.61376,r
22.74932,22.61376,i
22.0822,22.61376,z
23.5492,22.09394,u
22.7833,22.09394,g
22.73903,22.09394,r
22.34674,22.09394,i
22.23641,22.09394,z
25.21731,19.13762,u
21.91083,19.13762,g
20.57477,19.13762,r
19.63155,19.13762,i
19.13174,19.13762,z
24.38199,19.74841,u
22.61531,19.74841,g
21.43696,19.74841,r
20.56141,19.74841,i
20.13262,19.74841,z
23.90611,21.59536,u
23.27657,21.59536,g
22.77992,21.59536,r
22.10373,21.59536,i
22.03777,21.59536,z
21.01673,18.88587,u
19.72438,18.88587,g
19.21234,18.88587,r
19.04924,18.88587,i
18.87482,18.88587,z
24.70737,20.98205,u
25.40235,20.98205,g
24.63487,20.98205,r
24.36003,20.98205,i
21.14112,20.98205,z
23.68694,20.8714,u
24.18357,20.8714,g
23.41901,20.8714,r
22.00879,20.8714,i
21.41587,20.8714,z
25.30384,20.52173,u
22.99189,20.52173,g
21.28355,20.52173,r
20.84996,20.52173,i
20.50984,20.52173,z
25.43017,17.6723,u
21.72893,17.6723,g
20.04032,17.6723,r
18.53936,17.6723,i
17.69135,17.6723,z
23.40882,21.76915,u
23.43596,21.76915,g
22.68558,21.76915,r
22.62816,21.76915,i
21.6377,21.76915,z
25.28861,22.18801,u
24.64125,22.18801,g
23.29861,22.18801,r
22.58133,22.18801,i
22.18404,22.18801,z
24.64083,23.61354,u
23.26312,23.61354,g
24.19135,23.61354,r
24.65327,23.61354,i
23.49422,23.61354,z
25.39325,22.01323,u
24.34419,22.01323,g
22.90786,22.01323,r
22.31849,22.01323,i
21.94001,22.01323,z
24.68637,20.5307,u
23.6219,20.5307,g
22.19907,20.5307,r
21.60165,20.5307,i
20.93444,20.5307,z
23.86836,21.33242,u
23.48984,21.33242,g
23.13066,21.33242,r
22.28893,21.33242,i
21.39001,21.33242,z
21.46459,16.16193,u
19.0312,16.16193,g
17.65487,16.16193,r
16.63312,16.16193,i
16.16574,16.16193,z
21.76848,20.29904,u
21.06678,20.29904,g
20.56105,20.29904,r
20.31005,20.29904,i
20.28754,20.29904,z
24.34847,21.65884,u
22.76192,21.65884,g
22.6304,21.65884,r
22.07812,21.65884,i
21.69044,21.65884,z
24.43481,22.2394,u
24.49081,22.2394,g
22.7586,22.2394,r
22.58969,22.2394,i
22.6579,22.2394,z
23.48034,23.54892,u
22.53842,23.54892,g
22.58555,23.54892,r
22.09827,23.54892,i
23.57483,23.54892,z
24.0869,22.57663,u
23.64105,22.57663,g
22.48145,22.57663,r
22.38374,22.57663,i
22.59467,22.57663,z
24.04781,22.42866,u
23.61168,22.42866,g
22.9619,22.42866,r
23.20666,22.42866,i
22.22479,22.42866,z
23.90985,20.69949,u
23.73446,20.69949,g
22.52912,20.69949,r
21.74919,20.69949,i
20.97411,20.69949,z
23.70218,21.07077,u
23.62608,21.07077,g
22.61614,21.07077,r
22.11579,21.07077,i
21.54998,21.07077,z
23.31145,20.72427,u
22.77747,20.72427,g
21.91394,20.72427,r
21.70361,20.72427,i
21.20146,20.72427,z
23.55659,20.47135,u
24.56671,20.47135,g
23.47994,20.47135,r
21.3298,20.47135,i
20.51537,20.47135,z
20.31677,18.93383,u
19.40361,18.93383,g
19.08296,18.93383,r
18.96949,18.93383,i
18.9252,18.93383,z
24.34185,20.29818,u
23.96987,20.29818,g
22.11924,20.29818,r
21.10485,20.29818,i
20.60752,20.29818,z
23.59729,21.32552,u
23.31658,21.32552,g
22.78458,21.32552,r
22.13577,21.32552,i
21.56969,21.32552,z
24.93378,19.42105,u
22.63218,19.42105,g
21.42299,19.42105,r
20.29696,19.42105,i
19.52087,19.42105,z
23.18071,19.24154,u
22.9383,19.24154,g
21.65971,19.24154,r
20.19397,19.24154,i
19.25117,19.24154,z
24.44907,20.8756,u
23.26621,20.8756,g
21.94701,20.8756,r
21.47933,20.8756,i
21.19248,20.8756,z
25.72821,20.7271,u
22.84876,20.7271,g
21.72144,20.7271,r
21.14201,20.7271,i
20.71362,20.7271,z
25.01628,21.93369,u
24.54687,21.93369,g
23.17506,21.93369,r
22.95391,21.93369,i
22.1353,21.93369,z
23.10331,19.1569,u
21.8976,19.1569,g
20.45304,19.1569,r
19.86687,19.1569,i
19.39285,19.1569,z
24.11299,20.4299,u
24.44984,20.4299,g
22.47655,20.4299,r
21.93135,20.4299,i
20.79766,20.4299,z
21.52132,20.5116,u
20.78029,20.5116,g
20.48528,20.5116,r
20.31324,20.5116,i
20.50155,20.5116,z
23.23598,21.97336,u
24.20214,21.97336,g
22.9285,21.97336,r
23.45757,21.97336,i
22.69897,21.97336,z
23.20121,20.60901,u
23.29209,20.60901,g
22.01567,20.60901,r
21.66191,20.60901,i
20.96321,20.60901,z
23.9029,20.84291,u
25.89503,20.84291,g
25.63778,20.84291,r
23.94713,20.84291,i
20.80933,20.84291,z
25.66504,20.02347,u
24.20692,20.02347,g
22.25475,20.02347,r
21.19959,20.02347,i
20.3498,20.02347,z
25.20717,21.755,u
23.33412,21.755,g
22.79086,21.755,r
22.52853,21.755,i
21.89569,21.755,z
23.78606,20.44826,u
22.66375,20.44826,g
21.77648,20.44826,r
21.58965,20.44826,i
21.55152,20.44826,z
25.56045,21.89136,u
25.15583,21.89136,g
23.84291,21.89136,r
22.28263,21.89136,i
21.88512,21.89136,z
24.07342,20.38879,u
23.51906,20.38879,g
21.84788,20.38879,r
21.23231,20.38879,i
20.43737,20.38879,z
22.0249,21.25571,u
25.59144,21.25571,g
25.34404,21.25571,r
24.19327,21.25571,i
22.03518,21.25571,z
24.33922,20.59235,u
24.36555,20.59235,g
21.95229,20.59235,r
21.2523,20.59235,i
20.82655,20.59235,z
23.35355,17.99332,u
21.02206,17.99332,g
19.70123,17.99332,r
19.37773,17.99332,i
18.95861,17.99332,z
14.40462,12.97355,u
12.95709,12.97355,g
12.22486,12.97355,r
12.03545,12.97355,i
12.08942,12.97355,z
24.15346,21.35189,u
23.60516,21.35189,g
22.37545,21.35189,r
21.84575,21.35189,i
21.58154,21.35189,z
17.33222,15.65824,u
16.26628,15.65824,g
15.85128,15.65824,r
15.71326,15.65824,i
15.6844,15.65824,z
23.11744,20.14045,u
22.30798,20.14045,g
21.30103,20.14045,r
20.57594,20.14045,i
20.18607,20.14045,z
24.17659,22.77513,u
23.54786,22.77513,g
22.94433,22.77513,r
22.76678,22.77513,i
22.97994,22.77513,z
22.56273,20.47115,u
21.39648,20.47115,g
20.77216,20.47115,r
20.57742,20.47115,i
20.49894,20.47115,z
25.47843,21.79058,u
22.99438,21.79058,g
22.38957,21.79058,r
22.41176,21.79058,i
22.11266,21.79058,z
20.86884,18.93909,u
19.74364,18.93909,g
19.31705,18.93909,r
19.12432,18.93909,i
18.97544,18.93909,z
23.84682,21.76842,u
25.71382,21.76842,g
23.42756,21.76842,r
21.58776,21.76842,i
21.77959,21.76842,z
23.85125,20.02758,u
22.52975,20.02758,g
21.61056,20.02758,r
21.24446,20.02758,i
20.39065,20.02758,z
23.68422,19.23038,u
23.40532,19.23038,g
21.50084,19.23038,r
19.96837,19.23038,i
19.26567,19.23038,z
23.41817,19.91938,u
22.21393,19.91938,g
20.96776,19.91938,r
20.58604,19.91938,i
20.30934,19.91938,z
19.13508,16.3976,u
17.42834,16.3976,g
16.76377,16.3976,r
16.5008,16.3976,i
16.38315,16.3976,z
24.04734,22.10302,u
24.57498,22.10302,g
22.94253,22.10302,r
23.35426,22.10302,i
21.98894,22.10302,z
24.41105,19.96452,u
23.75159,19.96452,g
22.19032,19.96452,r
21.49052,19.96452,i
20.60621,19.96452,z
25.79577,22.77922,u
24.21822,22.77922,g
22.81642,22.77922,r
23.3512,22.77922,i
22.73755,22.77922,z
22.25111,19.5449,u
22.25895,19.5449,g
21.82637,19.5449,r
